termID,termName,termDesc,unitName,dataType,measurementScale,relatedTerms,dateSubmitted,dateAccepted,submittedBy
2529,PM10spikeNAQM,"Quality metric that summarizes when the spike test for particulate matter 10 could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2530,PM10consistencyFailQM,"Quality metric that summarizes the failed outcomes of the consistency test for particulate matter 10 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2531,PM10consistencyPassQM,"Quality metric that summarizes the passed outcomes of the consistency test for particulate matter 10 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2532,PM10consistencyNAQM,"Quality metric that summarizes when the consistency test for particulate matter 10 could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2533,PM10alphaQM,"Quality metric detailing the outcomes of the alpha quality flag for particulate matter 10 over the averaging period, as a percent and detailed in NEON.DOC.001113",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2534,PM10betaQM,"Quality metric detailing the outcomes of the beta quality flag for particulate matter 10 over the averaging period, as a percent and detailed in NEON.DOC.001113",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2535,PM10finalQF,"Quality flag indicating whether the PM10 data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)",NA,"unsigned integer",nominal,NULL,2016-05-05,2016-05-06,Josh
2536,PM4Median,"Median particulate matter 4",milligramsPerCubicMeter,real,NULL,NULL,2016-05-05,2016-05-06,Josh
2537,PM4Minimum,"Minimum particulate matter 4",milligramsPerCubicMeter,real,NULL,NULL,2016-05-05,2016-05-06,Josh
2538,PM4Maximum,"Maximum particulate matter 4",milligramsPerCubicMeter,real,NULL,NULL,2016-05-05,2016-05-06,Josh
2539,PM4NumPts,"Number of points used to calculate the Median particulate matter 4",number,real,NULL,NULL,2016-05-05,2016-05-06,Josh
2540,PM4MAD,"Median Absolute Deviation (from the median) for particulate matter 4",milligramsPerCubicMeter,real,NULL,NULL,2016-05-05,2016-05-06,Josh
2541,PM4rangeQAQCRpt,"Quality assurance and quality control report for the range test for particulate matter 4, which indicates whether a datum exceeds a realistic value, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2542,PM4persistenceQAQCRpt,"Quality assurance and quality control report for the persistence test for particulate matter 4, which indicates  whether there is a realistic fluctuation of values over a designated period of time, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2543,PM4stepQAQCRpt,"Quality assurance and quality control report for the step test for particulate matter 4, which indicates whether unusual jumps in the data exist, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2544,PM4nullQAQCRpt,"Quality assurance and quality control report for the null test for particulate matter 4, which indicates a missing datum, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2545,PM4gapQAQCRpt,"Quality assurance and quality control report for the gap test for particulate matter 4, which indicates that the datum is missing and is a part of a prolonged period of missing data, detailed in NEON.DOC.011081 (1=fail, 0=pass)",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2546,PM4consistencyQAQCRpt,"Quality assurance and quality control report for the consistency test for particulate matter 4, which indicates whether or not measurements are consistent with co-located measurements, (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2547,PM4spikeQAQCRpt,"Quality assurance and quality control report for the spike test for particulate matter 4, which indicates whether or not a datum has been identified as a spike, detailed in NEON.DOC.000783 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2548,PM4alphaQAQCRpt,"Quality assurance and quality control report for the alpha quality flag for particulate matter 4, which indicates if one or more quality analysis failed for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2549,PM4betaQAQCRpt,"Quality assurance and quality control report for the beta quality flag for particulate matter 4, which indicates if one or more quality analysis could not be run for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2550,PM4rangeFailQM,"Quality metric that summarizes the failed outcomes of the range test for particulate matter 4 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2551,PM4rangePassQM,"Quality metric that summarizes the passed outcomes of the range test for particulate matter 4 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2552,PM4rangeNAQM,"Quality metric that summarizes when the range test for particulate matter 4 could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2553,PM4persistenceFailQM,"Quality metric that summarizes  the failed outcomes of the persistence test for particulate matter 4 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2554,PM4persistencePassQM,"Quality metric that summarizes the passed outcomes of the persistence test for particulate matter 4 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2555,PM4persistenceNAQM,"Quality metric that summarizes when the persistence test for particulate matter 4 could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2556,PM4stepFailQM,"Quality metric that summarizes the failed outcomes of the step test for particulate matter 4 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2557,PM4stepPassQM,"Quality metric that summarizes the passed outcomes of the step test for particulate matter 4 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2558,PM4stepNAQM,"Quality metric that summarizes when the step test for particulate matter 4 could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2559,PM4nullFailQM,"Quality metric that summarizes the failed outcomes of the null test for particulate matter 4 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2560,PM4nullPassQM,"Quality metric that summarizes the passed outcomes of the null test for particulate matter 4 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2561,PM4nullNAQM,"Quality metric that summarizes when the null test for particulate matter 4 could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2562,PM4gapFailQM,"Quality metric that summarizes the failed outcomes of the gap test for particulate matter 4 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2563,PM4gapPassQM,"Quality metric that summarizes the passed outcomes of the gap test for particulate matter 4 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2564,PM4gapNAQM,"Quality metric that summarizes when the gap test for particulate matter 4 could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2565,PM4spikeFailQM,"Quality metric that summarizes the failed outcomes of the spike test for particulate matter 4 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2566,PM4spikePassQM,"Quality metric that summarizes the passed outcomes of the spike test for particulate matter 4 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2567,PM4spikeNAQM,"Quality metric that summarizes when the spike test for particulate matter 4 could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2568,PM4consistencyFailQM,"Quality metric that summarizes the failed outcomes of the consistency test for particulate matter 4 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2569,PM4consistencyPassQM,"Quality metric that summarizes the passed outcomes of the consistency test for particulate matter 4 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2570,PM4consistencyNAQM,"Quality metric that summarizes when the consistency test for particulate matter 4 could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2571,PM4alphaQM,"Quality metric detailing the outcomes of the alpha quality flag for particulate matter 4 over the averaging period, as a percent and detailed in NEON.DOC.001113",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2572,PM4betaQM,"Quality metric detailing the outcomes of the beta quality flag for particulate matter 4 over the averaging period, as a percent and detailed in NEON.DOC.001113",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2573,PM4finalQF,"Quality flag indicating whether the PM4 data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)",NA,"unsigned integer",nominal,NULL,2016-05-05,2016-05-06,Josh
2574,PM2.5Median,"Median particulate matter 2.5",milligramsPerCubicMeter,real,NULL,NULL,2016-05-05,2016-05-06,Josh
2575,PM2.5Minimum,"Minimum particulate matter 2.5",milligramsPerCubicMeter,real,NULL,NULL,2016-05-05,2016-05-06,Josh
2576,PM2.5Maximum,"Maximum particulate matter 2.5",milligramsPerCubicMeter,real,NULL,NULL,2016-05-05,2016-05-06,Josh
2577,PM2.5NumPts,"Number of points used to calculate the Median particulate matter 2.5",number,real,NULL,NULL,2016-05-05,2016-05-06,Josh
2578,PM2.5MAD,"Median Absolute Deviation (from the median) for particulate matter 2.5",milligramsPerCubicMeter,real,NULL,NULL,2016-05-05,2016-05-06,Josh
2579,PM2.5rangeQAQCRpt,"Quality assurance and quality control report for the range test for particulate matter 2.5, which indicates whether a datum exceeds a realistic value, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2580,PM2.5persistenceQAQCRpt,"Quality assurance and quality control report for the persistence test for particulate matter 2.5, which indicates  whether there is a realistic fluctuation of values over a designated period of time, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2581,PM2.5stepQAQCRpt,"Quality assurance and quality control report for the step test for particulate matter 2.5, which indicates whether unusual jumps in the data exist, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2582,PM2.5nullQAQCRpt,"Quality assurance and quality control report for the null test for particulate matter 2.5, which indicates a missing datum, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2583,PM2.5gapQAQCRpt,"Quality assurance and quality control report for the gap test for particulate matter 2.5, which indicates that the datum is missing and is a part of a prolonged period of missing data, detailed in NEON.DOC.011081 (1=fail, 0=pass)",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2584,PM2.5consistencyQAQCRpt,"Quality assurance and quality control report for the consistency test for particulate matter 2.5, which indicates whether or not measurements are consistent with co-located measurements, (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2585,PM2.5spikeQAQCRpt,"Quality assurance and quality control report for the spike test for particulate matter 2.5, which indicates whether or not a datum has been identified as a spike, detailed in NEON.DOC.000783 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2586,PM2.5alphaQAQCRpt,"Quality assurance and quality control report for the alpha quality flag for particulate matter 2.5, which indicates if one or more quality analysis failed for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2587,PM2.5betaQAQCRpt,"Quality assurance and quality control report for the beta quality flag for particulate matter 2.5, which indicates if one or more quality analysis could not be run for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2588,PM2.5rangeFailQM,"Quality metric that summarizes the failed outcomes of the range test for particulate matter 2.5 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2589,PM2.5rangePassQM,"Quality metric that summarizes the passed outcomes of the range test for particulate matter 2.5 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2590,PM2.5rangeNAQM,"Quality metric that summarizes when the range test for particulate matter 2.5 could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2591,PM2.5persistenceFailQM,"Quality metric that summarizes  the failed outcomes of the persistence test for particulate matter 2.5 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2592,PM2.5persistencePassQM,"Quality metric that summarizes the passed outcomes of the persistence test for particulate matter 2.5 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2593,PM2.5persistenceNAQM,"Quality metric that summarizes when the persistence test for particulate matter 2.5 could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2594,PM2.5stepFailQM,"Quality metric that summarizes the failed outcomes of the step test for particulate matter 2.5 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2595,PM2.5stepPassQM,"Quality metric that summarizes the passed outcomes of the step test for particulate matter 2.5 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2596,PM2.5stepNAQM,"Quality metric that summarizes when the step test for particulate matter 2.5 could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2597,PM2.5nullFailQM,"Quality metric that summarizes the failed outcomes of the null test for particulate matter 2.5 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2598,PM2.5nullPassQM,"Quality metric that summarizes the passed outcomes of the null test for particulate matter 2.5 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2599,PM2.5nullNAQM,"Quality metric that summarizes when the null test for particulate matter 2.5 could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2600,PM2.5gapFailQM,"Quality metric that summarizes the failed outcomes of the gap test for particulate matter 2.5 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2601,PM2.5gapPassQM,"Quality metric that summarizes the passed outcomes of the gap test for particulate matter 2.5 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2602,PM2.5gapNAQM,"Quality metric that summarizes when the gap test for particulate matter 2.5 could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2603,PM2.5spikeFailQM,"Quality metric that summarizes the failed outcomes of the spike test for particulate matter 2.5 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2604,PM2.5spikePassQM,"Quality metric that summarizes the passed outcomes of the spike test for particulate matter 2.5 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2605,PM2.5spikeNAQM,"Quality metric that summarizes when the spike test for particulate matter 2.5 could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2606,PM2.5consistencyFailQM,"Quality metric that summarizes the failed outcomes of the consistency test for particulate matter 2.5 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2607,PM2.5consistencyPassQM,"Quality metric that summarizes the passed outcomes of the consistency test for particulate matter 2.5 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2608,PM2.5consistencyNAQM,"Quality metric that summarizes when the consistency test for particulate matter 2.5 could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2609,PM2.5alphaQM,"Quality metric detailing the outcomes of the alpha quality flag for particulate matter 2.5 over the averaging period, as a percent and detailed in NEON.DOC.001113",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2610,PM2.5betaQM,"Quality metric detailing the outcomes of the beta quality flag for particulate matter 2.5 over the averaging period, as a percent and detailed in NEON.DOC.001113",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2611,PM2.5finalQF,"Quality flag indicating whether the PM2.5 data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)",NA,"unsigned integer",nominal,NULL,2016-05-05,2016-05-06,Josh
2612,PM1Median,"Median particulate matter 1",milligramsPerCubicMeter,real,NULL,NULL,2016-05-05,2016-05-06,Josh
2613,PM1Minimum,"Minimum particulate matter 1",milligramsPerCubicMeter,real,NULL,NULL,2016-05-05,2016-05-06,Josh
2614,PM1Maximum,"Maximum particulate matter 1",milligramsPerCubicMeter,real,NULL,NULL,2016-05-05,2016-05-06,Josh
2615,PM1NumPts,"Number of points used to calculate the Median particulate matter 1",number,real,NULL,NULL,2016-05-05,2016-05-06,Josh
2616,PM1MAD,"Median Absolute Deviation (from the median) for particulate matter 1",milligramsPerCubicMeter,real,NULL,NULL,2016-05-05,2016-05-06,Josh
2617,PM1rangeQAQCRpt,"Quality assurance and quality control report for the range test for particulate matter 1, which indicates whether a datum exceeds a realistic value, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2618,PM1persistenceQAQCRpt,"Quality assurance and quality control report for the persistence test for particulate matter 1, which indicates  whether there is a realistic fluctuation of values over a designated period of time, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2619,PM1stepQAQCRpt,"Quality assurance and quality control report for the step test for particulate matter 1, which indicates whether unusual jumps in the data exist, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2620,PM1nullQAQCRpt,"Quality assurance and quality control report for the null test for particulate matter 1, which indicates a missing datum, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2621,PM1gapQAQCRpt,"Quality assurance and quality control report for the gap test for particulate matter 1, which indicates that the datum is missing and is a part of a prolonged period of missing data, detailed in NEON.DOC.011081 (1=fail, 0=pass)",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2622,PM1consistencyQAQCRpt,"Quality assurance and quality control report for the consistency test for particulate matter 1, which indicates whether or not measurements are consistent with co-located measurements, (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2623,PM1spikeQAQCRpt,"Quality assurance and quality control report for the spike test for particulate matter 1, which indicates whether or not a datum has been identified as a spike, detailed in NEON.DOC.000783 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2624,PM1alphaQAQCRpt,"Quality assurance and quality control report for the alpha quality flag for particulate matter 1, which indicates if one or more quality analysis failed for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2625,PM1betaQAQCRpt,"Quality assurance and quality control report for the beta quality flag for particulate matter 1, which indicates if one or more quality analysis could not be run for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2626,PM1rangeFailQM,"Quality metric that summarizes the failed outcomes of the range test for particulate matter 1 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2627,PM1rangePassQM,"Quality metric that summarizes the passed outcomes of the range test for particulate matter 1 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2628,PM1rangeNAQM,"Quality metric that summarizes when the range test for particulate matter 1 could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2629,PM1persistenceFailQM,"Quality metric that summarizes  the failed outcomes of the persistence test for particulate matter 1 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2630,PM1persistencePassQM,"Quality metric that summarizes the passed outcomes of the persistence test for particulate matter 1 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2631,PM1persistenceNAQM,"Quality metric that summarizes when the persistence test for particulate matter 1 could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2632,PM1stepFailQM,"Quality metric that summarizes the failed outcomes of the step test for particulate matter 1 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2633,PM1stepPassQM,"Quality metric that summarizes the passed outcomes of the step test for particulate matter 1 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2634,PM1stepNAQM,"Quality metric that summarizes when the step test for particulate matter 1 could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2635,PM1nullFailQM,"Quality metric that summarizes the failed outcomes of the null test for particulate matter 1 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2636,PM1nullPassQM,"Quality metric that summarizes the passed outcomes of the null test for particulate matter 1 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2637,PM1nullNAQM,"Quality metric that summarizes when the null test for particulate matter 1 could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2638,PM1gapFailQM,"Quality metric that summarizes the failed outcomes of the gap test for particulate matter 1 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2639,PM1gapPassQM,"Quality metric that summarizes the passed outcomes of the gap test for particulate matter 1 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2640,PM1gapNAQM,"Quality metric that summarizes when the gap test for particulate matter 1 could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2641,PM1spikeFailQM,"Quality metric that summarizes the failed outcomes of the spike test for particulate matter 1 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2642,PM1spikePassQM,"Quality metric that summarizes the passed outcomes of the spike test for particulate matter 1 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2643,PM1spikeNAQM,"Quality metric that summarizes when the spike test for particulate matter 1 could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2644,PM1consistencyFailQM,"Quality metric that summarizes the failed outcomes of the consistency test for particulate matter 1 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2645,PM1consistencyPassQM,"Quality metric that summarizes the passed outcomes of the consistency test for particulate matter 1 over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2646,PM1consistencyNAQM,"Quality metric that summarizes when the consistency test for particulate matter 1 could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2647,PM1alphaQM,"Quality metric detailing the outcomes of the alpha quality flag for particulate matter 1 over the averaging period, as a percent and detailed in NEON.DOC.001113",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2648,PM1betaQM,"Quality metric detailing the outcomes of the beta quality flag for particulate matter 1 over the averaging period, as a percent and detailed in NEON.DOC.001113",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2649,PM1finalQF,"Quality flag indicating whether the PM1 data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)",NA,"unsigned integer",nominal,NULL,2016-05-05,2016-05-06,Josh
2650,PM15sub50RHMedian,"Median of particulate matter 15 measured at <50% relative humidity",milligramsPerCubicMeter,real,NULL,NULL,2016-05-05,2016-05-06,Josh
2651,PM15sub50RHMinimum,"Minimum particulate matter 15 measured at <50% relative humidity",milligramsPerCubicMeter,real,NULL,NULL,2016-05-05,2016-05-06,Josh
2652,PM15sub50RHMaximum,"Maximum particulate matter 15 measured at <50% relative humidity",milligramsPerCubicMeter,real,NULL,NULL,2016-05-05,2016-05-06,Josh
2653,PM15sub50RHNumPts,"Number of points used to calculate the Median of particulate matter 15 measured at <50% relative humidity",number,real,NULL,NULL,2016-05-05,2016-05-06,Josh
2654,PM15sub50RHMAD,"Median Absolute Deviation (from the median) for particulate matter 15 measured at <50% relative humidity",milligramsPerCubicMeter,real,NULL,NULL,2016-05-05,2016-05-06,Josh
2655,PM15sub50RHrangeQAQCRpt,"Quality assurance and quality control report for the range test for PM15 at RH <50%, which indicates whether a datum exceeds a realistic value, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2656,PM15sub50RHpersistenceQAQCRpt,"Quality assurance and quality control report for the persistence test for PM15 at RH <50%, which indicates  whether there is a realistic fluctuation of values over a designated period of time, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2657,PM15sub50RHstepQAQCRpt,"Quality assurance and quality control report for the step test for PM15 at RH <50%, which indicates whether unusual jumps in the data exist, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2658,PM15sub50RHnullQAQCRpt,"Quality assurance and quality control report for the null test for PM15 at RH <50%, which indicates a missing datum, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2659,PM15sub50RHgapQAQCRpt,"Quality assurance and quality control report for the gap test for PM15 at RH <50%, which indicates that the datum is missing and is a part of a prolonged period of missing data, detailed in NEON.DOC.011081 (1=fail, 0=pass)",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2660,PM15sub50RHconsistencyQAQCRpt,"Quality assurance and quality control report for the consistency test for PM15 at RH <50%, which indicates whether or not measurements are consistent with co-located measurements, (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2661,PM15sub50RHspikeQAQCRpt,"Quality assurance and quality control report for the spike test for PM15 at RH <50%, which indicates whether or not a datum has been identified as a spike, detailed in NEON.DOC.000783 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2662,PM15sub50RHalphaQAQCRpt,"Quality assurance and quality control report for the alpha quality flag for PM15 at RH <50%, which indicates if one or more quality analysis failed for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2663,PM15sub50RHbetaQAQCRpt,"Quality assurance and quality control report for the beta quality flag for PM15 at RH <50%, which indicates if one or more quality analysis could not be run for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2664,PM15sub50RHrangeFailQM,"Quality metric that summarizes the failed outcomes of the range test for PM15 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2665,PM15sub50RHrangePassQM,"Quality metric that summarizes the passed outcomes of the range test for PM15 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2666,PM15sub50RHrangeNAQM,"Quality metric that summarizes when the range test for PM15 at RH <50% could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
